,text,category
1434,We have used the KLIA lounge around 10 times (Adelaide to Europe) in the last few years. It is looking a bit faded and could do with an upgrade but the food is always adequate with respect to quality and variety staff clear the tables frequently and keep everything tidy and the toilets are always clean. Two complaints : It is usually impossible to get a hot shower the water being no better than warm no bath mat is provided and the showers are not wiped down after each use. On the plus side the towels provided are big and white and fluffy. A lot of the seats in the lounge don't have a power point close enough to plug in a laptop so a long wait for the next fight can use a lot of battery power.,lounge
1435,What a tremendous disappointment. Hostess not exactly informed and showed a minimum degree of customer service the lounge was very small (shared by 7 Airlines!) coffee machine overflow when you try to get some zero hot food and they don't even restock the cheap croissant when its finished. And it was only 0930am!,lounge
1436,"Arrived at the Lounge roughly 16.00 on Saturday. Friendly greeting but the lounge was manic and very busy. We had to work out how the system worked as we were not told by the reception staff even though we said we had never visited the Lounge before. Once we figured out the food (hot snacks and cold assortment) and the drinks system, we sat down. The only downside was the air conditioning - it wasn't working. They had very large fans trying to cope with the very hot atmosphere in the Lounge (the lounge faces south with glass windows) but because of the high temperatures, they really couldn't cope. Overall, not a relaxing experience at this time.",lounge
1437,Entered lounge at 20.00 hours on a Saturday. Lounge was very restful and welcoming. Not shown what to do but soon worked it out. Good selection of drinks and snacks available. Lounge was very calming and relaxing - just what we needed before a long flight. This is a good lounge and would recommend it.,lounge
1438,Lufthansa has just recently opened its first arrivals lounge in Frankfurt airport. Its open for premium passengers as well as elite loyalty card holders arriving on long haul flights. Its open from 5am until 12.30 pm and is located just outside the exit of baggage in Terminal 1B. It was bright and staff took care of my luggage and stored it in a secure area. The reception asked me if I needed a shower and directed me to the shower area downstairs. When I went down another staff directed me to the shower room and it was nice to see a welcome note displaying my name on a LCD screen in the shower room! The shower was delightful and had heated granite floors rainforest shower heads Occitane toiletries etc. There was an extensive breakfast buffet with hot items like scrambled eggs pancakes waffles etc and fired eggs could be ordered too. Cup noodles available on request. A lot of cold items like cereals cold cuts cheese etc . Ample dining space free internet via computer terminal snooze areas were other features of lounge. Overall Lufthansa has done an excellent job here and this lounge is far superior than its existing lounges in the departure area.,lounge
1439,Nice new design but always very crowded. Entrance is shared with Business Lounge and toilets are only available in the Business Lounge. Excellent drink selection but food selection is a little bit chaotic. They have a lot of stuff which not really fits together and especially the salads are low-quality convenience products with tons of mayonaise. Only limited offer of cake sweets or chocolate. Extensive offer of national and international newspapers. Actually they had set up a smoothy bar where a bartender made fresh smoothies. Quite a nice idea although the noise of the fruit mixer was quite disturbing.,lounge
1440,The lounge is very small with limited facilities and space. Still the old design which looks a little bit outdated. Drink selection okay but food selection really poor.,lounge
1441,Huge lounge with no character - like a school canteen. None of the finesse expected of a business lounge. All self service poor choice of food - only kind of eggs is scrambled which sit for ages on a hotplate. Hot breakfast choice - chicken sausage scrambled egg and baked beans only. The dining tables and chairs were in the cold buffet section - the low coffee tables and armchairs were the seats for the hot food - who designed this nonsense? At 7am the lounge was not busy but dirty plates cups uneaten food covered the tables. Supervisors just walked past without comment - disgusting. A very disappointing experience at Malaysia's main airport. The only place in Malaysia where the food quality and service has been poor.,lounge
1442,"Excellent service excellent food. Smiles all round from the staff - the chef even made me a Pecan Pastry specially! Very relaxed ambience. Malaysian Airlines at their home base airport of Kuala Lumpur should follow the London example - not the ""school canteen"" style they provide in the KUL business lounge.",lounge
1443,The lounge atmosphere is quite pleasant but there are no windows which makes the lounge feel a little dark and boxed in. The choice of food and drink was okay. Unfortunately the WIFI connection was very poor and I wasn't able to do work on my laptop that I needed to do before the flight. The printer in the computer room wasn't working either which was also frustrating.,lounge
1444,What a difference to the old airside lounge and temporary lounge at Cologne airport! Very good selection of food and drinks with plenty of seating even on a Friday evening. If only all Lufthansa lounges could be like this. This was the Senator/Star Alliance Gold Lounge upstairs so can't comment on the business lounge downstairs but I was impressed at last by a Lufthansa lounge.,lounge
1445,Lounge has seating for about 50 pax but on my visit there were 15 of us comfortable seating nice selection of sandwiches and fruit and a full bar service. The downside to this lounge is having to go into the main Terminal to use the bathroom which was not very clean.,lounge
1446,We found the lounge to be cosy relaxing and the staff excellent. The facilities were very nice we would definitely use this again.,lounge
1447,Arrived in KL at 4am connecting flight out at 9am so would have loved a few hours sleep but the rest room was occupied maybe some more beds could be provided as there are often transiting passengers waiting. However a shower change of clothes and breakfast was much appreciated. Lounge was clean and comfortable but not so clean on our return trip home.,lounge
1448,Excellent lounge with a good selection of food. The lounge was clean spacious and comfortable. Staff very courteous. No alcohol available due to it being a domestic lounge. Loved the decor. Great view of the tarmac too.,lounge
1449,Mid may - and the Golden Lounge is closed - one assumes for renovation. The alternative offered the China Airline Lounge is uncomfortable poorly staffed crowded totally lacking in toilet facilities yet alone showers. Very Poor planning on the part of Malaysia Airlines. They surely could have arranged a better temporary alternative in their Home Airport.,lounge
1450,We have used this lounge before and thought it good but not on the late evening of May 2 this year. I looked around for a bar and finding nothing but a few oddments on a makeshift bar area asked a staff member for help. To my great surprise I was told there was no wine no gin and precious little of anything else! The staff member was curt and unhelpful to the point of being rude walking away while I asked the questions - after six weeks in a country of courteous people this discourtesy astounded me. My husband asked a senior staff member if we could have a glass of wine and was told that the airline was having difficulty getting alcohol through customs. A further problem was that the announcements in the lounge were virtually inaudible so keeping an eye on the departure board was essential. MAS pride themselves on their hospitality but it was sadly lacking in the business lounge that day.,lounge
1451,The Oberoi Lounge is shared by the major carriers (TG LH MI SQ 9W MH etc.) operating out of Chennai. During Peak Hours it is packed and if you arrive late you may not find a seat. The meal options can be described as dismal minimal and definitely most unappetizing. The non-alcoholic options too are somewhat limited. I settled for apple juice and dinner onboard the flight. It just makes me wonder why major airlines have chosen not to set up their own shared lounge.,lounge
1452,"This lounge seemed to go for miles. Very pleasant and welcoming staff at the entrance and also throughout the lounge. Plenty of comfortable armchairs a large selection of food and beveridges plenty of bathrooms a ""quiet"" room for those needing a power nap free internet/wifi connection and for those desperates (like myself) a dedicated smoker's room hidden round a corner right down the back. The floor to ceiling windows provide a great view over the tarmac.",lounge
1453,Very comfortable and quiet lounge. Staff welcoming and friendly. Although it was late at night we were offered a large assortment of snacks finger food etc. and a light hot meal. Plenty of beveridges both hot and cold and a good choice of beers spirits and wines. Bathrooms were very clean with a nice selection of toiletries. A lovely preflight introduction to Malaysia Airlines famous hospitality.,lounge
1454,We were very disappointed and hope that Malaysian Airlines switch lounges. Hopefully there are others with better facilities and services in Rome Airport. At 11.00 am they had run our of clean glasses saying they were all broken. We had to wait for hot glasses from the dishwasher. There was no fruit just some indigestible pieces of foccacia type bread and defrosted rather tasteless sandwiches. Limited supply of juices. Where were the platters of lovely Italian meats and cheeses? The shower was broken. The coffee machine was broken. Only one bottle of wine in an ice bucket. it was a poorly run cafe with one overworked staff member in evidence rather than a business lounge for people who had paid a great deal of money.,lounge
1455,Quality of meals available the lounge seemed to have deteriorated since the last time I used in a few years ago. The hot meal selection was rather cheap. Beverage selection much better with good selection of drinks. Wireless access was slow. They should upgrade to a wider bandwidth. Reception staff were rather unprofessional. They were more keen to grounp around each other and play with their mobile phones. Not what is expected at a business class lounge.,lounge
1456,Have used this lounge on many occasions. It is quite large and generally operates very well with adequate shower/bathroom facilities. On a recent trip were in the lounge from 2230-2400. It was very crowded and not as comfortable or relaxing.,lounge
1457,Small lounge in CDG terminal 1 (run by Air France?) shared by several airlines. It was quiet and felt reasonably spacious with a selection of snacks and pastries but no hot food. Comfortable seating provided. There was also a reasonable selection of beverages (soft and alcoholic). The main negative is that the toliets are outside of the lounge. There were several computers with internet access available throughout the lounge. I could not see any screens that provided flight details but staff made announcements when it was time for boarding.,lounge
1458,Lounge is small but functional. Biggest set back was no toilets which was disappointing as the public toilets were dirty.,lounge
1459,First time in this relatively new lounge at T4. Reasonable selection of food including hot dishes. Wines/champagne of decent quality but I prefer to serve myself or at least have the wines on display. Seating OK but a bit of an odd seating plan - sort of sofas surrounded by single chairs round the edge of the room if that makes sense - better than row after row of the same seats though.,lounge
1460,The lounge in KUL was the highlight of my Malaysia Airlines experience. it was comfortable well-stocked and even had a spa where you can get a reasonably priced massage if you have a longer layover.,lounge
1461,An enormous lounge that provides plenty of comfortable seats with excellent views of the tarmac. There is a self-service bar for alcoholic beverages and soft drinks and a cafe for hot drinks where you can also order freshly prepared meals. The shower facilities were quite good too. Lounge staff were friendly and helpful. Free Wi-fi was provided and there were also a few computer stations with internet access for those who don't have laptops.,lounge
1462,Spacious lounge with ample and comfortable seating. There was a reasonable selection of food and beverages. You also get a nice view of the tarmac. Free Wi-fi and computer stations available. Staff were friendly and welcoming.,lounge
1463,Large and spacious lounge with plenty of seating. Good but busy shower facilities with good supply of towels and accessories. Food and drink well supplied and constantly replenished with good wait staff. Wi-Fi excellent and flight announcements clear,lounge
1464,A very airy clean and spacious lounge located close to runways with excellent views. Lounge has very quiet atmosphere and is calming with plenty of seating. Excellent facilities with high standard of repair showers and rest rooms in immaculate order at time of our visit. Good choice of bakery and cold foods but hot food less appealing and with limited choice. Champagne and other drinks regularly offered by staff that provided great customer service. The best aspect of this lounge is when your flight is ready you are informed and personally escorted straight to the aircraft at Gate 6 a short lift ride away with no waiting or queuing whatsoever.,lounge
1465,MH uses this lounge for their Biz Class passengers. Medium size lounge with easy access and views over the terminal from the first floor. Lounge quiet with soft lighting and good seating. Plentiful supply of reading material and access to departure info via screens. Internet desks available. Good choice of hot and cold food with hot food being constantly replenished. Good choice of beverages and alcohol. Rest rooms and showers in good order and clean. Staff very helpful and cleared surfaces quickly. Flights called over tannoy with short walk to departure gates.,lounge
1466,This is the worst business lounge I have ever been in. There was no fresh food on offer only pre packaged crackers and nuts. The only champagne on offer had a half glass of flat stale champagne in it and apart from that there was only one choice of beer and white wine for Air France you really would expect better. No internet service was offered when I asked I was told to log into my own Air France orange account. Not happy about that. The toilets looked like something out of a derelict Asian department store and accessed from outside the lounge very poor and unclean. The staff were not very welcoming and seemed more interested in getting passengers out of the lounge and to the gate rather than letting them relax. This experience will certainly affect future airline used to fly out of CDG Air France will never be a choice.,lounge
1467,New Business Class Lounge at Heathrow T4 overlooks the Malaysia Gate (Gate 6) - good seating area with plenty of drinks on offer. Food was of 'Malaysian' origin OK but not plentiful. Free WiFi.,lounge
1468,As landed on international flight paid a visit to this lounge before regional connecting flight. Very pleasant lounge with good selection of food/drinks including champagne. Very quiet at time of visit (11am) and outnumbered by staff.,lounge
1469,Access to this lounge was granted as part of my Business class ticket with Oman Air where I believe Oman Air reserve a small room as they don't have their own lounge. The a la carte food provided was good. However the buffet looked like it could have done with a rethink; perhaps more healthy options and fruit as a suggestion. I had a massage in the small spa which I paid extra for but it was excellent. The service was attentive but the quality of alcohol on offer was not the best; no premium whiskey or gin and the wine was a little cheap. The main room of the lounge was very busy in the evening and had it not been for the private room I would have been very disappointed to have been put there. A decent lounge and chance to relax before my flight but not really up to the standard of the rest of the Oman Air service (the flight was excellent).,lounge
1470,Excellent lounge for business class passengers. Very new small but well designed lounge with good facilities. The food and drinks on offer were well presented.,lounge
1471,As the main hub of the airline we found this lounge to be very good and serving it's customers well. Maybe a little frayed around the edges. We had no trouble gaining admission 7 hrs before flight and stayed there the whole time. Good selection of food drinks and reading material. Loved the ice-cream. Even when busy still seemed calm and tranquil. The golf putting room is a great idea and I am sorry did not get to try this. Nice view of the runways.,lounge
1472,Very quiet and east to find. Small range of food but what was there was quite tasty. Good selection of reading material. Beautiful bathrooms. Enjoyed the self service bar. Sure it could be better but there was only 1 flight leaving.,lounge
1473,Fabulous service and amenities in this lounge. Food was plentiful presented well and tasty. The seating comfortable and the staff considerate helpful and courteous. A great way to start a journey!,lounge
1474,Great service plentiful food which was well presented and tasty. Comfortable seating and good amenities.,lounge
1475,Lounge in Bangkok is quite small yet cosy comfortable with a good supply and presentation of food beverages alcoholic and non alcoholic. Lounge in Muscat is fine but re facilities seating. Late night food presentation was not appetising. Breakfast on the return flight was very poor. Not even scrambled egg or anything plain. No toast. All was deep fried and spicy dishes or sweet. I can never connect to their wifi on my Galaxy tab.,lounge
1476,The regional lounge really nice. The food selection is quite good. Nice view where passenger can see the aircraft from a large window. Passenger also can order the food from the chef. The washroom really big and comfortable. They also have a small playground for kids.,lounge
1477,A huge negative is the selection of food or rather lack of. We traveled over a 5 week period & the only hot meal offered that was not a stir fry or curry was potato & leek soup. This did not change over the 5 weeks. The other food offered was average to say the least. At Kuala Lumpur Golden Lounge the only cheese to be eaten with the bountiful supply of crackers was cream cheese! Wraps bagels or small rolls & not much more.,lounge
1478,Large lounge with areas for food drink working TV and resting. Showers newspapers magazines smoking room and quiet area as well as coffee machine. Alcohol (self serve) and snacks with hot food at appropriate times of the day. Seating is modern I doubt if I could doze in them. Staff helpful and as Bahrain is such a small airport all the gates are close. Decent enough lounge for a short stay with views over the airport.,lounge
1479,An excellent lounge. Full restaurant facilities with wide selection of hot & cold food. Full bar inc fizz. Helpful and cheerful Filipino staff. Comfortable range of seating good toilets and full selection of newspapers and magazines. One of the better Business class lounges. A good experience. Note that Oman Air want to board their premium pax by executive bus so don't go to the gate too early or you will be sent back upstairs.,lounge
1480,Oman Air Lounge shared with Gulf Air at DXB T1. Although small it is well furnished and kitted out with large windows overlooking the aircraft standing. All day selection of food and with alcoholic drinks including champagne. Comfortable seating good toilet facilities overall a good business lounge and generally not as full or busy as others in Dubai.,lounge
1481,Very impressive you can tell its almost brand new when you step in. Great large chairs to relax in. Food choices good but they should not serve items like fried fish pieces in a food warmer and have it closed - these items tend to harden up and become a real challenge for your teeth! Drinks selection for alcoholic beverages had a bartender service which you had to use which I dont really appreciate - I would prefer a self service bar but only because I'm more used to it. Noodle bar was very nice. There was also a children's play room Surau Prayer room and a massage service corner- but you had to pay for every treatment or massage available - unlike Thai AIrways BKK massage lounge which gave business class passengers a free 30 min massage. Would have been good if MH offered that. The bathrooms were nice but toilet amenities were not 5 star standard. Previously MH provided L'Occitane and Aigner toiletries but this is no longer the case. In all a great lounge - much much better than the Business class lounge at the satellite building less people which means your chances of getting to use the shower is quite high and also more peace of mind! Only 1 criticism - too many staff on duty - wherever you walk they follow you like as though they're keeping a look out just in case you get up to no good! I know they are only there to see if you need any service but don't overdo it. Some travellers just want some peace and space.,lounge
1482,Lounge is superb! It's far more spacious and impressive than the 1st/ Biz class lounges at the Satellite Building. Great warm and cold food selection good varieties at noodle bar delightful bar selection comfy business centre good natural lighting and viewing area internet stations and fully wifi lounge massage therapy facilities and best of all the bathroom! The shower and amenities are certainly 5 Star!,lounge
1483,Salalah is a small regional airport with maybe 8 scheduled flights a day although a new terminal is under construction. The lounge is upstairs above the single departures area. It is small but comfortable and has a private ladies/family area. Limited snacks and soft drinks (no alcohol) and the toilets are adequate. Newspapers and computer terminal. Lift to descend to departures. No priority boarding it is only 100 yards walk to aircraft steps. The lounge is fine as an alternative to sitting in the small waiting area at departures incidentally adjacent to which there is a small smokers room.,lounge
1484,"A modern and spacious looking lounge with a good selection of food and beverages. We arrived here quite early so took advantage of the ""quiet area"" which has big comfortable chairs and large ottomans so that you can lay down and rest. It is behind a curtain though still fairly bright and can be noisy if seated near the curtain separating the area from the rest of the lounge.",lounge
1485,Business Class passengers are taken by bus to the arrivals hall. Once inside the building follow the signs for the Lounge. You pass through the Duty Free area. We were given a warm greeting upon arrival. The Lounge is quiet and has an extra area with loungers for those that may want to stretch out and have some sleep. The restaurant area offers a good variety of hot & cold meals. A mixture of Western and Arabic foods. Alcohol soft drinks and a coffee machine. You can eat here or take it into the lounge area. The staff were helpful and friendly. There is free internet access . There is a spa too which appears to be free of charge but we did not have time to make an appointment. All in all a very enjoyable experience.,lounge
1486,It is a peaceful place. For much of the time the lounge has few passengers. The quality of food and drink is of a high standard. Staff are helpful. I did experience a problem in using the wi-fi but there were PCs available. The lounge is a pleasant place for a short stopover.,lounge
1487,New lounge opened November 2011. Small but has everything needed. Good selection of food. Seating good with more than sufficient seats for the passengers using the lounge. At present lounge is used only for Oman Air passengers - one flight per day. The facilities are extremely generous for this small usage. If other airlines were to use this lounge it might become too crowded but at the moment it is great.,lounge
1488,Large bar and restaurant with a great seating area overlooking the tarmac. Champagne spirits and decent wine available with a good selection of hot and cold food. Helpful and friendly staff a very relaxing place.,lounge
1489,Great Lounge huge selection of food hot and cold drinks alcoholic and non and hot drinks. Staff very pleasant and helpful. Lounge new and spotless with Wifi and a number of work stations etc. Great place to relax for a few hours.,lounge
1490,A pleasant surprise in sleepy Muscat. spacious lounge with ageing but comfortable sofas. Large big screen TVs free wi-fi access and a great selection of food and beverages. Unlike some Gulf airports there is a selection of alcohol. Snacks included nuts shwarma cheeses tiny sandwiches. Also a wide selection of local and regional newspapers. Only drawback is the lack of shower facilities!,lounge
1491,Muscat has two first/business lounges; one belongs to Oman Air (which Emirates BA etc use) and one belongs to Gulf Air (which in fact is much nicer). The Oman Air CIP is filled with leather sofas and small but tasty snacks. Two giant Plasmas hang on the wall and there are internet terminals. A bar lady serves the alcoholic drinks. Overall very spacious and airy.,lounge
1492,Lounge was almost empty due to early morning. Sandwiches available along with corn flakes. Juices soft drinks tea/Coffee available on request. Computers with internet some magazines and newspapers were provided. Atmosphere quite relaxing.,lounge
1493,PR has no business class lounge in BKK and makes use of Thai's Royal Silk Lounge. The lounge has a tired feel to it with the upholstery of the furnishings worn out cracks in the walls and tiles in the toilets and rather dirty carpets. Food was edible enough with a healthy selection of drinks. In the absence of good places to hang out in BKK while waiting for a flight this lounge would do but am sure they can do better Not the best I've been in but not the worst.,lounge
1494,Food very poor - not catering for western customers could only eat scrambled eggs.No croissants or other edible bread Filipino bread tends to be limited to relatively sweet rolls. No bottled mineral water only purified water from a dispenser. They seem to cater for Filipinos. Urinals in toilets were smelly.,lounge
1495,For such a lounge it's definitely substandard. What I have not found in previous comments/reviews is the washrooms (there are no showers as noted by others) which are tiny! These which are supposed to handle multiple persons are barely larger than those on the aircraft and have a total of two sit type toilets and inadequate room for those waiting or those wishing to wash hands etc. after use.,lounge
1496,"Minimal service and a decor that could generously be described as ""dated"". Food and beverage service was also minimal and it is disappointing especially in a country so strong in the service sector.",lounge
1497,For a business class lounge Manila is definitely sub-standard. Some staff are friendly and helpful others less so. Food and beverage are average. Manila however lacks one of the basic necessities namely showers. The lounge is in urgent need of an upgrade.,lounge
1498,Apart from the friendly greeting when entering this lounge there is nothing good to report. The food was very basic and not that fresh. Coffee lukewarm. Service staff indifferent. Furniture in need of an upgrade facilities basic. It would not take a huge investment to make improvement to this facility,lounge
1499,"This is one of the most ""bland"" looking airline lounge that is in strong need of a major overhaul. Despite this staff were friendly and there was enough food and beverages for travellers. There are no windows and with minimal entertainment despite an occasional DVD played on the big plasma television. Philippine Airlines really need to overhaul and improve their premium services in order to remain competitive.",lounge
1500,Priority pass lounge used by several airlines in Calgary. Lounge is comfortable enough with a selection of refreshments. Please be aware there is no hot food -  except soup - and for this reason I give this lounge a huge fail.,lounge
1501,"Used this lounge with my Priority Pass membership. The food is limited and the room itself is quite small. Shame there are no toilets in the lounge itself, which means you have to leave the lounge then re enter an explain to the staff that you have already signed in. Wouldn't recommend if you are paying for access.",lounge
1502,"The Qantas international terminal business class lounge is a lazy imitation of it's counterparts. There is a lack of service generally, the bar is self service and the variety of food offerings are minimal. The lounge seems to have more in common with the lounge at the leisure destination on the Gold coast than the Qantas lounge in Singapore. Traveling with a young child, I headed for the kids corner to keep our daughter entertained as we prepared for our flight. In this case the 'corner' was very much that, distant from the lounge proper so that a responsible parent flying solo with their kids is unable to get away to the bar or food counter to get any meals without packing everything up and lugging it all with them. There was no offer from the lounge staff to watch our bags, entertain the kids briefly or to bring any food or drinks. What was available in the kids corner was adequate but a few TVs and some toys and beanbags are not especially creative or novel. These small touches make a big difference. While the lounge offers a quiet place to relax before a flight, it could be improved to bring it up to scratch and meet expectations.",lounge
1503,"Food options in the lounge were terrible, and in much need of an upgrade overall which I understand is coming. Very little natural light, and found it quite depressing. Internet was appallingly slow also. Ended up leaving and spending time in the departure. More vibrant, well lit, and much better food options!",lounge
1504,"Lounge was clean, comfortable and staff were very polite and friendly. On our visit on 9 July 2015 there was a high number of children in the lounge (families like ourselves travelling) which made things rather congested given the small lounge size. Unsure if this was usual given it was the end of Australian school holidays. Food was limited, but fresh and of good quality. Once again the lounge was heavily congested, so this may account for the limited availability of food. Lounge was located very close to Qantas boarding gates and only a short distance from a dedicated smoking room which makes things easy if you happen to be a smoker.",lounge
1505,"Business Lounge is very modern. Once you walk into the Qantas Club, the assistant will direct you to a non-see through door that is marked 'Business'. It also labels the access criteria. This feature makes it feel exclusive. The lounge is less than half the size of the Qantas Club, however, it serves more substantial food. It is hard to get into the lounge because you must be flying Business Class or one of Qantas', Emirates, Oneworld Platinum member. The lounge has its own business centre and mini library. It is a big step up from the a Melbourne Qantas Club",lounge
1506,"The lounge is very spacious. I don't get why there isn't a Business Lounge. The usual food choices are available, such as pastas and salads. There is a barista in the morning and from 5pm there is a bar. Boarding calls are made. The lounge can be busy at times because it is also used as an International lounge for Air New Zealand, Malaysia Airlines and Cathay Pacific.",lounge
1507,This lounge is very old and inadequate for the volume of passengers that attempt to enter. At peak times the staff are literally forced to send eligible passengers away due to capacity constraints. Staff often get out their office desk chairs for use of the passengers due to lack of seating. All flights are morning flights so there is an adequate selection of food and drink and the staff are great! Unfortunately though they are constantly having to face the onslaught of disappointed guests who are barred from entry. Qantas have upped their flights but done nothing to sustain the surge.,lounge
1508,This lounge is totally inadequate for the number of people. Was there for the QF 11. Nowhere to sit comfortably people sleeping across 2 chairs long barista queue. As these lounges have now become one world they are beginning to resemble upmarket train waiting rooms,lounge
1509,This lounge was superb. Lots of space with different zones clean great furniture and design good bar area. Qantas/ one world airlines have spent money on this and it is world class. The only gripe is the number of showers- there are too few for the number of passengers arriving from Australia - Sydney Melbourne and Brisbane all arrive at roughly the same time to connect with the New York flight so the wait is too long. Otherwise can't fault this lounge.,lounge
1510,What an awful lounge- crowded awful food and service. The food was sparse it kept running out and took ages before they replenished. No glasses available and when I told the staff she brought out 1 glass for me rather than refill the glass tray! There was even a queue for the toilet. Again too small for all one world customers.,lounge
1511,Qantas really has diminished the value of Club membership. While the staff were very polite and helpful this lounge (like a growing number in the Qantas group) offered little other than a clean place to sit. Hardly worth the extravagant joining and annual fees. Extremely limited offering of food - even less than you would find in a domestic club on the Australian mainland. We ended up buying food from one of the Cafes outside. I managed to get a quick look into a couple of the other Auckland lounges. Qantas should be embarrassed and ashamed of what they offer their Club members.,lounge
1512,Arrived at Sydney airport on Good Friday morning tired and needing a place to rest refresh and have a cup of tea. It was absolute pandemonium in the lounge not a spare seat to be seen families sitting on the floor and an absolute disgrace. This is our worst business class lounge experience in 20 years of international travel.,lounge
1513,Was a relief to visit this lounge after finding our connecting flight was two hours late. Staff was very good from entry to inside. A modern lounge with plenty of spaces to sit and relax. Also was very surprised to find all the reserve table signs be nice if someone explained who they were for. The food wasn't great plenty of beverages.,lounge
1514,Day flight to Singapore the lounge was actually pretty quiet. Food selection (breakfast) was pretty good and actually tasty. Lounge itself is really starting to look old and some of the chairs very ratty indeed. Good selection of local newspapers etc to read staff service was good. Its time to update this Business Lounge it needs a good going over which has been the case now for the past 3 years.,lounge
1515,Compared to Hong Kong Qantas Singapore Lounge is not up to the job. Very sterile place indeed chairs look horrible and are horrible to seat in. Food selection if its Neil Perry its not up to it at all. Bar is good service is okay. Toilets and showers are good whilst there is a good selection of Australian newspapers etc to read. Overall compared to the Qantas Hong Kong Business Lounge the Singapore Lounge falls down badly indeed in terms of looks and quality offered.,lounge
1516,It appears there is only a club lounge at Brisbane Airport and it is an utter disgrace overcrowded. We asked for the business lounge and told that was it many people had to leave as there just wasn't any room. If this is how Qantas treat their business class passengers Ill look elsewhere in future.,lounge
1517,"Great lounge, quiet and lots of friendly helpful staff. Good selection of food in various sections of the lounge. Good shower facilities although I had to wait for about 30 minutes for it to be available.",lounge
1518,It is ages since I have been greeted on entering a lounge with genuinely smiling faces and the offer of drinks. There is a bar serving the signature dish and a choice of good Australian wines. It's a very casual dining option if you dont want to sit at a table. The food was generally good with healthy options available and a menu to reflect time of day.,lounge
1519,Fantastic lounge probably the best we have visited. Very clean & modern staff excellent. A pleasure to visit on a long haul trip to Australia.,lounge
1520,A rather packed lounge with lots of chairs but no view of the apron or runway so boring! Freezing cold (outside was a heatwave) and when I mentioned this a member of staff said that everyone had complained - so do something about it! Several people left to warm up elsewhere. And why not? The food choice was not going to keep them entertained: there was no choice - rice and a stew. Little else in the way of food. Overall rather disappointing when you consider how good Qantas lounges can be (Singapore for example). It felt as if no one cared for the lounge.,lounge
1521,"This is a beautiful lounge - huge with lots of sofas and chairs for rest between your flights. There are very few sleeper chairs around despite its size. The sleepers are found only next to the entrance to the lounge and just above the common area of the airport and near a huge billboard. So despite its intended use, it is not only noisy, you get lots of flashing lights from the nearby huge billboard. Despite having many staff around, nobody comes around to offer you drinks or to top them up. I was at one of the sofa seats downstairs and asked one of the staff if I could get orange juice. His answer  ""upstairs sir"". Not entirely incorrect but not very helpful. As compared to their lounge at Heathrow airport where the staff are not only attentive but much more helpful than these lot at Hamad airport, this lounge just doesn't cut it for me. However, food wise, they've got it covered well. From the restaurant upstairs to the sandwich bar downstairs, it is vey good. A tip for those having meals at the restaurant upstairs - there is a menu from which you can order food if you do not want to take your food from the buffet table - the staff just don't tell you about it until you ask for the menu. The lamb chop and the beef choices are excellent from this menu. The shower facilities are excellent if you can get past the heat - seems that there is no aircon in the shower rooms. Wifi connection is patchy at best. I've never been able to get a connection to view my home and office cameras in all the times that I've been there. I love Qatar Airways. I just hope that service improves at this lounge as I invariably spend a lot of time at this lounge waiting for my next flight.",lounge
1522,"The lounge comfort is basic and acceptable but its too small. Internet is okay, staff are very polite. foods limited, fruits, bread and middle eastern sweet. Good things is the juice are fresh from the kitchen.",lounge
1523,The Qantas Club Lounge was fairly acceptable. Very good food and drink with staff being courteous and unobtrusive. Nice showers except there was no bench or seat on which to sit down whilst putting on my shoe. The décor deliberately industrial was not inviting or comforting. Seats were OK but not great.,lounge
1524,As an Emirates platinum member I am able to access the Qantas first lounge while travelling on Emirates from New Zealand to Dubai during my stop-over in Melbourne. It is not a massively large lounge but has never been overly busy when I have visited and in fact has been very peaceful. The restaurant is excellent offering great food and quick service. The staff are brilliant without being obtrusive. I prefer this lounge to any Emirates lounge and enjoy the peace and quiet.,lounge
1525,Overcrowded dark noisy dirty full of rude passengers and overwhelmed staff. Was served scotch in a glass fresh out of the dryer so scalding hot. Was cut in queue at showers twice by pushy women with kids in tow staff helpless to enforce numbers as no one on desk. Has opened before it is ready and without adequate staff to provide service required of an international business lounge.,lounge
1526,"This is a new lounge at a new airport so very impressive. A good design feature is that it's right in front of you when you come through transfers so no long walks trying to find it! There's a nice check-in area with lots of lovely Qatar staff, then you go through to a nice water feature. There's a buffet restaurant with a la carte menu and bar above up a nice spiral staircase and a 'make your own' sandwich and salad bar in the opposite direction all serving alcoholic and soft drinks. There's self-service coffee machines and tea dotted around. There's a hideous smoke room for smokers, lucky I'm not. You won't need to light up, just walk in and breathe. Overall a good place to rest between flights with showers, free wifi, a nice quiet zone and I think I saw a children's play area. The duty free shops are down a long escalator below.",lounge
1527,"I experienced Qatar Airways London Heathrow and Doha lounges which were fantastic in every way from the food to rest rooms. This handling lounge in Singapore was a shock, the food on offer was dry and looked like it been sitting there a long time. Certainly could do with spending some money on the interior.",lounge
1528,This was a sectioned off area of ,lounge
